"id","name","start_date","end_date","type","important_events","evaluation_parameters","created_at","updated_at"
"id","student_id","type","title","description","urgency","evidence","suggested_actions","intervention_plan","created_at","updated_at"
"id","title","description","due_date","subject_id","teacher_id","group_id","attachment_path","max_score","status","created_at","updated_at"
"id","student_id","subject_id","date","status","justification_type","justification_document","observations","created_at","updated_at"
"275","16","3","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"276","16","4","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"277","16","5","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"278","17","1","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"279","17","2","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"280","17","3","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"281","17","4","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"282","17","5","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"283","18","1","2025-01-15","absent","medical",NULL,NULL,"2025-06-27 00:26:10","2025-07-05 01:21:46"
"284","18","2","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"285","18","3","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"286","18","4","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"287","18","5","2025-01-15","absent",NULL,NULL,"Ausente","2025-06-27 00:26:10","2025-06-27 00:26:10"
"288","19","1","2025-01-15","absent","Médica","justificante_19.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"289","19","2","2025-01-15","absent","Médica","justificante_19.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"290","19","3","2025-01-15","absent","Médica","justificante_19.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"291","19","4","2025-01-15","absent","Médica","justificante_19.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"292","19","5","2025-01-15","absent","Médica","justificante_19.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"293","20","1","2025-01-15","absent","Médica","justificante_20.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"294","20","2","2025-01-15","absent","Médica","justificante_20.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"295","20","3","2025-01-15","absent","Médica","justificante_20.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"296","20","4","2025-01-15","absent","Médica","justificante_20.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"297","20","5","2025-01-15","absent","Médica","justificante_20.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"298","21","1","2025-01-15","absent","Médica","justificante_21.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"299","21","2","2025-01-15","absent","Médica","justificante_21.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"300","21","3","2025-01-15","absent","Médica","justificante_21.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"301","21","4","2025-01-15","absent","Médica","justificante_21.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"302","21","5","2025-01-15","absent","Médica","justificante_21.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"303","22","1","2025-01-15","absent","Médica","justificante_22.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"304","22","2","2025-01-15","absent","Médica","justificante_22.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"305","22","3","2025-01-15","absent","Médica","justificante_22.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"306","22","4","2025-01-15","absent","Médica","justificante_22.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"307","22","5","2025-01-15","absent","Médica","justificante_22.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"308","23","1","2025-01-15","absent","Médica","justificante_23.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"309","23","2","2025-01-15","absent","Médica","justificante_23.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"310","23","3","2025-01-15","absent","Médica","justificante_23.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"311","23","4","2025-01-15","absent","Médica","justificante_23.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"312","23","5","2025-01-15","absent","Médica","justificante_23.pdf","Ausencia justificada","2025-06-27 00:26:10","2025-06-27 00:26:10"
"313","24","1","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"314","24","2","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"315","24","3","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"316","24","4","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"317","24","5","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"318","25","1","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"319","25","2","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"320","25","3","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"321","25","4","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"322","25","5","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"323","26","1","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"324","26","2","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"325","26","3","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"326","26","4","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"327","26","5","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"328","27","1","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"329","27","2","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"330","27","3","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"331","27","4","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"332","27","5","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"333","28","1","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"334","28","2","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"335","28","3","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"336","28","4","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"337","28","5","2025-01-15","late",NULL,NULL,"Retardo","2025-06-27 00:26:10","2025-06-27 00:26:10"
"338","29","1","2025-01-15","absent","Extraordinario","extra_29.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"339","29","2","2025-01-15","absent","Extraordinario","extra_29.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"340","29","3","2025-01-15","absent","Extraordinario","extra_29.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"341","29","4","2025-01-15","absent","Extraordinario","extra_29.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"342","29","5","2025-01-15","absent","Extraordinario","extra_29.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"343","30","1","2025-01-15","absent","Extraordinario","extra_30.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"344","30","2","2025-01-15","absent","Extraordinario","extra_30.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"345","30","3","2025-01-15","absent","Extraordinario","extra_30.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"346","30","4","2025-01-15","absent","Extraordinario","extra_30.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"347","30","5","2025-01-15","absent","Extraordinario","extra_30.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"348","31","1","2025-01-15","absent","Extraordinario","extra_31.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"349","31","2","2025-01-15","absent","Extraordinario","extra_31.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"350","31","3","2025-01-15","absent","Extraordinario","extra_31.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"351","31","4","2025-01-15","absent","Extraordinario","extra_31.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"352","31","5","2025-01-15","absent","Extraordinario","extra_31.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"353","32","1","2025-01-15","absent","Extraordinario","extra_32.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"354","32","2","2025-01-15","absent","Extraordinario","extra_32.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"355","32","3","2025-01-15","absent","Extraordinario","extra_32.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"356","32","4","2025-01-15","absent","Extraordinario","extra_32.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"357","32","5","2025-01-15","absent","Extraordinario","extra_32.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"358","33","1","2025-01-15","absent","Extraordinario","extra_33.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"359","33","2","2025-01-15","absent","Extraordinario","extra_33.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"360","33","3","2025-01-15","absent","Extraordinario","extra_33.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"361","33","4","2025-01-15","absent","Extraordinario","extra_33.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"362","33","5","2025-01-15","absent","Extraordinario","extra_33.pdf","Ausencia por extraordinario","2025-06-27 00:26:10","2025-06-27 00:26:10"
"363","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:26:39","2025-06-27 06:26:39"
"364","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:26:43","2025-06-27 06:26:43"
"365","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:26:48","2025-06-27 06:26:48"
"366","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:26:54","2025-06-27 06:26:54"
"367","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:26:58","2025-06-27 06:26:58"
"368","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:03","2025-06-27 06:27:03"
"369","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:07","2025-06-27 06:27:07"
"370","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:11","2025-06-27 06:27:11"
"371","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:15","2025-06-27 06:27:15"
"372","25","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:19","2025-06-27 06:27:19"
"373","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:23","2025-06-27 06:27:23"
"374","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:35","2025-06-27 06:27:35"
"375","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:42","2025-06-27 06:27:42"
"376","25","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:47","2025-06-27 06:27:47"
"377","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:54","2025-06-27 06:27:54"
"378","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:27:58","2025-06-27 06:27:58"
"379","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:02","2025-06-27 06:28:02"
"380","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:05","2025-06-27 06:28:05"
"381","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:09","2025-06-27 06:28:09"
"382","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:14","2025-06-27 06:28:14"
"383","37","1","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:18","2025-06-27 06:28:18"
"384","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:23","2025-06-27 06:28:23"
"385","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:28","2025-06-27 06:28:28"
"386","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:33","2025-06-27 06:28:33"
"387","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:39","2025-06-27 06:28:39"
"388","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:44","2025-06-27 06:28:44"
"389","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:48","2025-06-27 06:28:48"
"390","37","2","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:52","2025-06-27 06:28:52"
"391","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:28:58","2025-06-27 06:28:58"
"392","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:29:02","2025-06-27 06:29:02"
"393","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:29:07","2025-06-27 06:29:07"
"394","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:29:12","2025-06-27 06:29:12"
"395","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:29:16","2025-06-27 06:29:16"
"396","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:29:20","2025-06-27 06:29:20"
"397","37","3","2025-06-27","absent",NULL,NULL,NULL,"2025-06-27 06:29:25","2025-06-27 06:29:25"
"398","28","1","2025-06-28","present",NULL,NULL,NULL,"2025-06-28 17:07:13","2025-06-28 17:07:13"
"399","28","2","2025-06-28","present",NULL,NULL,NULL,"2025-06-28 17:07:17","2025-06-28 17:07:17"
"400","28","3","2025-06-28","present",NULL,NULL,NULL,"2025-06-28 17:07:20","2025-06-28 17:07:20"
"401","28","4","2025-06-28","present",NULL,NULL,NULL,"2025-06-28 17:07:22","2025-06-28 17:07:22"
"402","28","5","2025-06-28","present",NULL,NULL,NULL,"2025-06-28 17:07:25","2025-06-28 17:07:25"
"403","22","1","2025-06-29","present",NULL,NULL,NULL,"2025-06-29 01:46:37","2025-06-29 01:46:37"
"404","35","1","2025-07-01","present",NULL,NULL,NULL,"2025-07-01 06:20:45","2025-07-01 06:20:45"
"405","35","2","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 00:35:00","2025-07-05 00:35:00"
"406","35","3","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 00:35:17","2025-07-05 00:35:17"
"407","35","4","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 00:35:50","2025-07-05 00:35:50"
"408","35","5","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 00:57:26","2025-07-05 00:57:26"
"410","9","1","2024-01-01","present",NULL,NULL,NULL,"2025-07-05 00:59:02","2025-07-05 00:59:02"
"411","23","1","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 01:16:29","2025-07-05 01:16:29"
"412","9","1","2024-01-02","present",NULL,NULL,NULL,"2025-07-05 01:17:26","2025-07-05 01:17:26"
"413","9","1","2024-01-03","present",NULL,NULL,NULL,"2025-07-05 01:19:20","2025-07-05 01:19:20"
"414","18","1","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 01:21:27","2025-07-05 01:21:27"
"415","15","1","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 02:21:10","2025-07-05 02:21:10"
"416","15","2","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 02:21:12","2025-07-05 02:21:12"
"417","15","3","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 02:21:15","2025-07-05 02:21:15"
"418","15","4","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 02:21:18","2025-07-05 02:21:18"
"419","15","5","2025-07-05","present",NULL,NULL,NULL,"2025-07-05 02:21:21","2025-07-05 02:21:21"
"key","value","expiration"
"key","owner","expiration"
"id","user_id","model_type","model_id","action","changes","comments","created_at","updated_at"
"1","1","App\Models\Attendance","413","create","{""after"":{""student_id"":9,""subject_id"":1,""date"":""2024-01-03T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T01:19:20.000000Z"",""created_at"":""2025-07-05T01:19:20.000000Z"",""id"":413}}",NULL,"2025-07-05 01:19:20","2025-07-05 01:19:20"
"2","1","App\Models\Attendance","414","create","{""after"":{""student_id"":18,""subject_id"":1,""date"":""2025-07-05T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T01:21:27.000000Z"",""created_at"":""2025-07-05T01:21:27.000000Z"",""id"":414}}",NULL,"2025-07-05 01:21:27","2025-07-05 01:21:27"
"3","1","App\Models\Grade","652","create","{""after"":{""evaluation_type"":""evaluacion"",""score"":""0.00"",""promedio_final"":""10.00"",""puntos_faltantes"":""0.00"",""estado"":""Aprobado"",""student_id"":22,""subject_id"":2,""evaluations"":[{""P"":""10.00"",""Pr"":""10.00"",""A"":""10.00"",""E"":""10.00"",""Ex"":""0.00"",""Prom"":""10.00""},{""P"":""0.00"",""Pr"":""0.00"",""A"":""0.00"",""E"":""0.00"",""Ex"":""0.00"",""Prom"":""0.00""},{""P"":""0.00"",""Pr"":""0.00"",""A"":""0.00"",""E"":""0.00"",""Ex"":""0.00"",""Prom"":""0.00""},{""P"":""0.00"",""Pr"":""0.00"",""A"":""0.00"",""E"":""0.00"",""Ex"":""0.00"",""Prom"":""0.00""}],""updated_at"":""2025-07-05T01:32:25.000000Z"",""created_at"":""2025-07-05T01:32:25.000000Z"",""id"":652}}",NULL,"2025-07-05 01:32:25","2025-07-05 01:32:25"
"4","1","App\Models\Grade","652","create","{""after"":{""id"":652,""student_id"":22,""subject_id"":2,""evaluation_type"":""evaluacion"",""score"":""0.00"",""promedio_final"":""8.13"",""puntos_faltantes"":""0.00"",""date"":null,""feedback"":null,""teamwork"":null,""project"":null,""attendance"":null,""exam"":null,""extra"":null,""evaluations"":[{""P"":""10.00"",""Pr"":""10.00"",""A"":""10.00"",""E"":""10.00"",""Ex"":""0.00"",""Prom"":""10.00""},{""P"":""10.00"",""Pr"":""5.00"",""A"":""5.00"",""E"":""5.00"",""Ex"":""0.00"",""Prom"":""6.25""},{""P"":""0.00"",""Pr"":""0.00"",""A"":""0.00"",""E"":""0.00"",""Ex"":""0.00"",""Prom"":""0.00""},{""P"":""0.00"",""Pr"":""0.00"",""A"":""0.00"",""E"":""0.00"",""Ex"":""0.00"",""Prom"":""0.00""}],""migrado_split"":0,""created_at"":""2025-07-05T01:32:25.000000Z"",""updated_at"":""2025-07-05T01:32:41.000000Z"",""period"":null,""opportunity"":null,""competencies"":null,""observations"":null,""evaluation_date"":null,""estado"":""Aprobado"",""faltantes"":null}}",NULL,"2025-07-05 01:32:41","2025-07-05 01:32:41"
"5","1","App\Models\Attendance","415","create","{""after"":{""student_id"":15,""subject_id"":1,""date"":""2025-07-05T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T02:21:10.000000Z"",""created_at"":""2025-07-05T02:21:10.000000Z"",""id"":415}}",NULL,"2025-07-05 02:21:10","2025-07-05 02:21:10"
"6","1","App\Models\Attendance","416","create","{""after"":{""student_id"":15,""subject_id"":2,""date"":""2025-07-05T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T02:21:12.000000Z"",""created_at"":""2025-07-05T02:21:12.000000Z"",""id"":416}}",NULL,"2025-07-05 02:21:12","2025-07-05 02:21:12"
"7","1","App\Models\Attendance","417","create","{""after"":{""student_id"":15,""subject_id"":3,""date"":""2025-07-05T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T02:21:15.000000Z"",""created_at"":""2025-07-05T02:21:15.000000Z"",""id"":417}}",NULL,"2025-07-05 02:21:15","2025-07-05 02:21:15"
"8","1","App\Models\Attendance","418","create","{""after"":{""student_id"":15,""subject_id"":4,""date"":""2025-07-05T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T02:21:18.000000Z"",""created_at"":""2025-07-05T02:21:18.000000Z"",""id"":418}}",NULL,"2025-07-05 02:21:18","2025-07-05 02:21:18"
"9","1","App\Models\Attendance","419","create","{""after"":{""student_id"":15,""subject_id"":5,""date"":""2025-07-05T00:00:00.000000Z"",""status"":""present"",""updated_at"":""2025-07-05T02:21:21.000000Z"",""created_at"":""2025-07-05T02:21:21.000000Z"",""id"":419}}",NULL,"2025-07-05 02:21:21","2025-07-05 02:21:21"
