"id","student_id","subject_id","evaluation_type","score","promedio_final","puntos_faltantes","date","feedback","teamwork","project","attendance","exam","extra","evaluations","migrado_split","created_at","updated_at","period","opportunity","competencies","observations","evaluation_date","estado","faltantes"
"252","11","1","evaluacion","9.35","9.35",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":9.5,""project"":9.5,""attendance"":9.5,""exam"":9.5,""extra"":9.5},{""teamwork"":9,""project"":9,""attendance"":9,""exam"":9,""extra"":9},{""teamwork"":9.2,""project"":9.2,""attendance"":9.2,""exam"":9.2,""extra"":9.2},{""teamwork"":9.7,""project"":9.7,""attendance"":9.7,""exam"":9.7,""extra"":9.7}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"253","11","2","evaluacion","9.35","9.35",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":9.5,""project"":9.5,""attendance"":9.5,""exam"":9.5,""extra"":9.5},{""teamwork"":9,""project"":9,""attendance"":9,""exam"":9,""extra"":9},{""teamwork"":9.2,""project"":9.2,""attendance"":9.2,""exam"":9.2,""extra"":9.2},{""teamwork"":9.7,""project"":9.7,""attendance"":9.7,""exam"":9.7,""extra"":9.7}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"254","11","3","evaluacion","9.35","9.35",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":9.5,""project"":9.5,""attendance"":9.5,""exam"":9.5,""extra"":9.5},{""teamwork"":9,""project"":9,""attendance"":9,""exam"":9,""extra"":9},{""teamwork"":9.2,""project"":9.2,""attendance"":9.2,""exam"":9.2,""extra"":9.2},{""teamwork"":9.7,""project"":9.7,""attendance"":9.7,""exam"":9.7,""extra"":9.7}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"255","11","4","evaluacion","9.35","9.35",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":9.5,""project"":9.5,""attendance"":9.5,""exam"":9.5,""extra"":9.5},{""teamwork"":9,""project"":9,""attendance"":9,""exam"":9,""extra"":9},{""teamwork"":9.2,""project"":9.2,""attendance"":9.2,""exam"":9.2,""extra"":9.2},{""teamwork"":9.7,""project"":9.7,""attendance"":9.7,""exam"":9.7,""extra"":9.7}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"256","11","5","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"257","12","1","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"258","12","2","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"259","12","3","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"260","12","4","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"261","12","5","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"262","13","1","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"263","13","2","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"264","13","3","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"265","13","4","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"266","13","5","evaluacion","9.35","9.30",NULL,"2025-01-15",,"9.50","9.50","9.50","9.50","9.50","[{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.50"",""project"":""9.50"",""attendance"":""9.50"",""exam"":""9.50"",""extra"":""9.50""},{""teamwork"":""9.00"",""project"":""9.00"",""attendance"":""9.00"",""exam"":""9.00"",""extra"":""9.00""},{""teamwork"":""9.20"",""project"":""9.20"",""attendance"":""9.20"",""exam"":""9.20"",""extra"":""9.20""}]","0","2025-06-27 01:25:54","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"317","14","1","evaluacion","3.95","3.93",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"318","14","2","evaluacion","3.95","3.93",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"319","14","3","evaluacion","3.95","3.93",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"320","14","4","evaluacion","3.95","3.93",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"321","14","5","evaluacion","3.95","3.93",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"322","15","1","evaluacion","3.95","3.93","0.00","2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:45:05","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"323","15","2","evaluacion","3.95","3.93","0.00","2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""4.00"",""project"":""4.00"",""attendance"":""4.00"",""exam"":""4.00"",""extra"":""4.00""},{""teamwork"":""3.50"",""project"":""3.50"",""attendance"":""3.50"",""exam"":""3.50"",""extra"":""3.50""},{""teamwork"":""4.20"",""project"":""4.20"",""attendance"":""4.20"",""exam"":""4.20"",""extra"":""4.20""}]","0","2025-06-27 01:33:53","2025-07-05 02:45:05","Primer Semestre","Primera",,,"2025-07-01","Aprobado",NULL
"324","15","3","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"325","15","4","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"326","15","5","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"327","16","1","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"328","16","2","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"329","16","3","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"330","16","4","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"331","16","5","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"332","17","1","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
"333","17","2","evaluacion","3.95","3.95",NULL,"2025-01-15",,"4.00","4.00","4.00","4.00","4.00","[{""teamwork"":4,""project"":4,""attendance"":4,""exam"":4,""extra"":4},{""teamwork"":3.5,""project"":3.5,""attendance"":3.5,""exam"":3.5,""extra"":3.5},{""teamwork"":4.2,""project"":4.2,""attendance"":4.2,""exam"":4.2,""extra"":4.2},{""teamwork"":4.1,""project"":4.1,""attendance"":4.1,""exam"":4.1,""extra"":4.1}]","0","2025-06-27 01:33:53","2025-07-05 02:14:21","Primer Semestre","Primera",,,"2025-07-01","Reprobado",NULL
